MAG	basin	sample_type	compl	contam	numb_scaffolds	genome_size	GC	sPROD	METHANO	rhodanase	phsA	dsrB	MAG_FULL_tax
MCG-1_PF_day4745_idba_bin.12	Michigan Basin	produced fluid	83.44	0	112	1430505	50.6	FALSE	TRUE	FALSE	FALSE	FALSE	d__Archaea;p__Halobacteriota;c__Methanomicrobia;o__Methanomicrobiales;f__Methanocorpusculaceae;g__Methanocalculus;s__
MCG-1_PF_day4745_idba_bin.14	Michigan Basin	produced fluid	53.96	0	48	529260	39.5	FALSE	FALSE	FALSE	FALSE	FALSE	d__Bacteria;p__Patescibacteria;c__ABY1;o__Magasanikbacterales;f__GWA2-37-8;g__JAKLGL01;s__
MCG-1_PF_day4745_idba_bin.20	Michigan Basin	produced fluid	70.7	0	325	3603761	50.6	FALSE	FALSE	FALSE	FALSE	FALSE	d__Bacteria;p__Riflebacteria;c__Ozemobacteria;o__Ozemobacterales;f__Ozemobacteraceae;g__Rifleibacterium;s__Rifleibacterium sp002839435
MCG-1_PF_day4745_idba_bin.23	Michigan Basin	produced fluid	90.61	0.04	185	2573229	42.7	FALSE	FALSE	FALSE	FALSE	FALSE	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Eubacteriales;f__Eubacteriaceae;g__Acetobacterium;s__Acetobacterium sp003260995
MCG-1_PF_day4745_idba_bin.36	Michigan Basin	produced fluid	58.17	0.33	128	1023500	53.6	FALSE	TRUE	TRUE	FALSE	FALSE	d__Archaea;p__Halobacteriota;c__Methanosarcinia;o__Methanotrichales;f__Methanotrichaceae;g__Methanothrix;s__
MCG-1_PF_day4745_idba_bin.7	Michigan Basin	produced fluid	56.02	1.39	64	694156	35.8	FALSE	FALSE	FALSE	FALSE	FALSE	d__Bacteria;p__Patescibacteria;c__Paceibacteria;o__Portnoybacterales;f__UBA2143;g__JAHJSM01;s__
MCG-1_PF_day4745_mh_bin.1	Michigan Basin	produced fluid	63.79	0	146	1705943	47.1	FALSE	FALSE	FALSE	FALSE	FALSE	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Dysgonomonadaceae;g__Proteiniphilum;s__
MCG-1_PF_day4745_mh_bin.14	Michigan Basin	produced fluid	63.86	0	57	619518	48.6	FALSE	FALSE	FALSE	FALSE	FALSE	d__Archaea;p__Aenigmatarchaeota;c__Aenigmatarchaeia;o__JACPZZ01;f__;g__;s__
MCG-1_PF_day4745_mh_bin.20	Michigan Basin	produced fluid	97.85	1.61	69	3694647	42.2	FALSE	FALSE	FALSE	FALSE	FALSE	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__DTU049;g__GWF2-43-63;s__
MCG-1_PF_day4745_mh_bin.22	Michigan Basin	produced fluid	90.97	0.97	95	1489433	44.8	FALSE	FALSE	FALSE	FALSE	FALSE	d__Bacteria;p__Desulfobacterota;c__Syntrophia;o__Syntrophales;f__JADFWA01;g__;s__
MCG-1_PF_day4745_mh_bin.26	Michigan Basin	produced fluid	67.21	0.65	111	1234302	44.9	FALSE	FALSE	FALSE	FALSE	FALSE	d__Bacteria;p__Desulfobacterota;c__Syntrophia;o__Syntrophales;f__Smithellaceae;g__FEN-1160;s__
MCG-1_PF_day4745_mh_bin.30	Michigan Basin	produced fluid	59.01	0	29	401169	32	FALSE	FALSE	FALSE	FALSE	FALSE	d__Bacteria;p__Patescibacteria;c__Paceibacteria;o__UBA6257;f__UBA6257;g__;s__
MCG-1_PF_day4745_mh_bin.32	Michigan Basin	produced fluid	91.08	0	144	2968699	54.6	FALSE	FALSE	FALSE	FALSE	FALSE	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Christensenellales;f__CAG-138;g__UBA7703;s__UBA7703 sp002841395
MCG-1_PF_day4745_mh_bin.33	Michigan Basin	produced fluid	99.2	0.8	41	2265906	32.6	FALSE	TRUE	FALSE	FALSE	FALSE	d__Archaea;p__Methanobacteriota;c__Methanobacteria;o__Methanobacteriales;f__Methanobacteriaceae;g__UBA349;s__
MCG-1_PF_day4745_mh_bin.34	Michigan Basin	produced fluid	90	2.36	94	2098103	66.9	FALSE	FALSE	FALSE	FALSE	FALSE	d__Bacteria;p__Actinomycetota;c__Coriobacteriia;o__OPB41;f__UBA2279;g__UBA6100;s__
MCG-1_PF_day4745_mh_bin.40	Michigan Basin	produced fluid	60.23	0	37	719942	41.6	FALSE	FALSE	FALSE	FALSE	FALSE	d__Bacteria;p__Patescibacteria;c__Microgenomatia;o__UBA1400;f__PJMF01;g__JAAZKO01;s__
MCG-1_PF_day4745_mh_bin.41	Michigan Basin	produced fluid	68.25	2.62	268	2561986	31.2	FALSE	FALSE	FALSE	FALSE	FALSE	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__UBA12077;g__UBA12077;s__
MCG-1_PF_day4745_mh_bin.7	Michigan Basin	produced fluid	60.86	0	19	855212	46.8	FALSE	FALSE	FALSE	FALSE	FALSE	d__Bacteria;p__Patescibacteria;c__Paceibacteria;o__Paceibacterales;f__UBA5738;g__UBA5738;s__UBA5738 sp002423555
MCG-1_PF_day4745_mh_bin.9	Michigan Basin	produced fluid	63.19	0.66	35	367092	37.3	FALSE	FALSE	FALSE	FALSE	FALSE	d__Bacteria;p__Patescibacteria;c__Paceibacteria;o__UBA6257;f__UBA6257;g__;s__
PMN_IN_RPW1_bin.13	Permian Basin	input	77.6	0	30	1036754	23.5	FALSE	FALSE	FALSE	FALSE	FALSE	d__Bacteria;p__Patescibacteria;c__JAEDAM01;o__BD1-5;f__UBA6164;g__GN02-872;s__
PMN_IN_RPW1_bin.16	Permian Basin	input	53.29	1.13	120	1413435	66.5	FALSE	FALSE	TRUE	FALSE	FALSE	d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Rhodobacterales;f__Rhodobacteraceae;g__Roseovarius;s__
PMN_IN_RPW1_bin.24	Permian Basin	input	66.8	2.21	136	1721082	40.5	FALSE	TRUE	FALSE	FALSE	FALSE	d__Archaea;p__Halobacteriota;c__Methanosarcinia;o__Methanosarcinales;f__Methanosarcinaceae;g__Methanolobus;s__
PMN_IN_RPW1_bin.34	Permian Basin	input	51.89	0	38	891477	51.7	FALSE	FALSE	FALSE	FALSE	FALSE	d__Bacteria;p__Desulfobacterota_F;c__Desulfuromonadia;o__Desulfuromonadales;f__Desulfuromonadaceae;g__JAIVHC01;s__
PMN_IN_RPW5_bin.2	Permian Basin	input	63.67	1.08	226	2211753	43.7	FALSE	FALSE	FALSE	FALSE	FALSE	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__JAIPAH01;g__JAIPAH01;s__
PMN-1_IN_FF1_bin.11	Permian Basin	input	50.61	0	170	1500621	60.1	FALSE	FALSE	FALSE	FALSE	FALSE	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__Ruthenibacterium;s__Ruthenibacterium lactatiformans
PMN-1_IN_FF1_bin.15	Permian Basin	input	91.71	0	18	1897703	63	FALSE	FALSE	FALSE	FALSE	FALSE	d__Bacteria;p__Actinomycetota;c__Actinomycetia;o__Actinomycetales;f__Bifidobacteriaceae;g__Bifidobacterium;s__Bifidobacterium bifidum
PMN-1_IN_FF1_bin.16	Permian Basin	input	67.99	1.01	136	2050096	45.8	FALSE	FALSE	FALSE	FALSE	FALSE	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Prevotella;s__Prevotella copri_B
PMN-1_IN_FF1_bin.20	Permian Basin	input	96.2	0.63	61	2839995	44.7	FALSE	FALSE	FALSE	FALSE	FALSE	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Oliverpabstia;s__Oliverpabstia intestinalis
PMN-1_IN_FF1_bin.9	Permian Basin	input	99.42	1.17	65	2477487	41.9	FALSE	FALSE	FALSE	FALSE	FALSE	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Dorea_A;s__Dorea_A longicatena_B
PMN-1_IN_FF2_bin.20	Permian Basin	input	53.85	0	43	1506895	44.1	FALSE	FALSE	FALSE	FALSE	FALSE	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Pseudomonadales;f__Moraxellaceae;g__Psychrobacter;s__Psychrobacter piscatorii
PMN-1_PF_day102_bin.14	Permian Basin	produced fluid	52.07	0	103	1012600	45	FALSE	TRUE	FALSE	FALSE	FALSE	d__Archaea;p__Halobacteriota;c__Methanosarcinia;o__Methanosarcinales;f__Methanosarcinaceae;g__Methanolobus;s__Methanolobus zinderi
PMN-1_PF_day192_bin.24	Permian Basin	produced fluid	70.45	0	97	910179	36.7	FALSE	FALSE	FALSE	FALSE	FALSE	d__Bacteria;p__Thermotogota;c__Thermotogae;o__Petrotogales;f__Kosmotogaceae;g__;s__
PMN-1_PF_day192_bin.9	Permian Basin	produced fluid	75.71	1.72	46	907534	27.5	FALSE	FALSE	FALSE	FALSE	FALSE	d__Bacteria;p__Patescibacteria;c__JAEDAM01;o__Absconditabacterales;f__Absconditicoccaceae;g__;s__
PMN-1_PF_day409_bin.11	Permian Basin	produced fluid	88.32	0.73	104	2810326	36.8	FALSE	FALSE	FALSE	FALSE	FALSE	d__Bacteria;p__Bacillota_F;c__Halanaerobiia;o__Halanaerobiales;f__;g__;s__
PMN-1_PF_day409_bin.13	Permian Basin	produced fluid	61.15	0	150	1491701	45.6	FALSE	FALSE	FALSE	FALSE	FALSE	d__Bacteria;p__T1Sed10-126;c__T1Sed10-126;o__T1Sed10-126;f__;g__;s__
PMN-1_PF_day409_bin.2	Permian Basin	produced fluid	86.21	0.16	75	1563340	33.8	FALSE	FALSE	FALSE	FALSE	FALSE	d__Bacteria;p__Thermotogota;c__Thermotogae;o__Petrotogales;f__Petrotogaceae;g__Petrotoga;s__Petrotoga mexicana
PMN-1_PF_day409_bin.8	Permian Basin	produced fluid	81.03	1.72	54	2077858	30	FALSE	FALSE	FALSE	FALSE	FALSE	d__Bacteria;p__Mcinerneyibacteriota;c__Mcinerneyibacteria;o__Mcinerneyibacteriales;f__Mcinerneyibacteriaceae;g__Mcinerneyibacterium;s__Mcinerneyibacterium aminivorans
PMN-1_PF_day409_bin.9	Permian Basin	produced fluid	80.09	1.74	95	2523992	33.2	FALSE	FALSE	TRUE	FALSE	FALSE	d__Bacteria;p__Bacillota_F;c__Halanaerobiia;o__Halanaerobiales;f__Halanaerobiaceae;g__Halanaerobium;s__
PMN-1_PF_day54_bin.16	Permian Basin	produced fluid	71.39	1.72	31	1543195	31	FALSE	FALSE	FALSE	FALSE	FALSE	d__Bacteria;p__Thermotogota;c__Thermotogae;o__Thermotogales;f__Fervidobacteriaceae;g__Thermosipho;s__Thermosipho africanus
PMN-1_PF_day54_bin.9	Permian Basin	produced fluid	100	1.79	20	1788591	46.4	FALSE	FALSE	FALSE	FALSE	FALSE	d__Bacteria;p__Thermotogota;c__Thermotogae;o__Thermotogales;f__Thermotogaceae;g__Thermotoga;s__Thermotoga petrophila
PMN-2_PF_day86_bin.7	Permian Basin	produced fluid	83.09	0.64	141	2234545	46.5	FALSE	FALSE	TRUE	FALSE	TRUE	d__Bacteria;p__Bacillota_B;c__Desulfotomaculia;o__Desulfotomaculales;f__VENG01;g__VENG01;s__
PRB-1_PF_day1657_mh_bin.12	Powder River Basin	produced fluid	63.56	1.69	123	1332608	45.8	FALSE	FALSE	TRUE	FALSE	FALSE	d__Bacteria;p__Synergistota;c__Synergistia;o__Synergistales;f__Acetomicrobiaceae;g__Acetomicrobium;s__
PRB-2_PF_day1994_mh_bin.11	Powder River Basin	produced fluid	61.94	0.65	35	1521394	58	FALSE	FALSE	FALSE	FALSE	FALSE	d__Bacteria;p__Desulfobacterota_F;c__Desulfuromonadia;o__Desulfuromonadales;f__Syntrophotaleaceae;g__Syntrophotalea;s__Syntrophotalea acetylenica
PRB-2_PF_day1994_mh_bin.13	Powder River Basin	produced fluid	63.07	0	56	837746	52.7	FALSE	TRUE	FALSE	FALSE	FALSE	d__Archaea;p__Halobacteriota;c__Methanomicrobia;o__Methanomicrobiales;f__Methanocorpusculaceae;g__Methanocalculus;s__
PRB-2_PF_day1994_mh_bin.14	Powder River Basin	produced fluid	100	0	52	1845646	44.8	FALSE	FALSE	FALSE	FALSE	FALSE	d__Bacteria;p__Synergistota;c__Synergistia;o__Synergistales;f__JAFGMB01;g__;s__
PRB-2_PF_day1994_mh_bin.7	Powder River Basin	produced fluid	84.75	0.62	89	2209562	54.5	FALSE	FALSE	TRUE	FALSE	FALSE	d__Bacteria;p__Synergistota;c__Synergistia;o__Synergistales;f__Dethiosulfovibrionaceae;g__Dethiosulfovibrio;s__Dethiosulfovibrio russensis
PRB-2_PF_day1994_mh_bin.8	Powder River Basin	produced fluid	90.65	1.16	142	2330911	33.3	FALSE	FALSE	TRUE	FALSE	FALSE	d__Bacteria;p__Bacillota_F;c__Halanaerobiia;o__Halanaerobiales;f__Halanaerobiaceae;g__Halanaerobium;s__Halanaerobium congolense
PRB-2_PF_day1994_mh_bin.9	Powder River Basin	produced fluid	50	0	41	894682	43.8	FALSE	FALSE	TRUE	FALSE	FALSE	d__Bacteria;p__Synergistota;c__Synergistia;o__Synergistales;f__Acetomicrobiaceae;g__Acetomicrobium;s__
PRB-3_PF_day1948_mh_bin.29	Powder River Basin	produced fluid	94.99	0.21	54	2139180	62.9	FALSE	FALSE	TRUE	FALSE	FALSE	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Pseudomonadales;f__Nitrincolaceae;g__Marinobacterium;s__
PRB-3_PF_day1948_mh_bin.39	Powder River Basin	produced fluid	81.67	0.24	105	1976287	34.1	FALSE	FALSE	FALSE	FALSE	FALSE	d__Bacteria;p__Bacillota_A;c__Thermoanaerobacteria;o__Thermoanaerobacterales;f__Thermoanaerobacteraceae;g__Thermoanaerobacter;s__Thermoanaerobacter pseudethanolicus
PRB-3_PF_day1948_mh_bin.41	Powder River Basin	produced fluid	69.49	0	59	1362719	60	FALSE	FALSE	FALSE	FALSE	FALSE	d__Bacteria;p__Synergistota;c__Synergistia;o__Synergistales;f__SV1-B22;g__;s__
SCH-1_PF_day156_bin.11	Sichuan Basin	produced fluid	94.22	2.69	106	2586702	48.2	FALSE	FALSE	FALSE	FALSE	FALSE	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Christensenellales;f__Christensenellaceae;g__;s__
SCH-1_PF_day156_bin.16	Sichuan Basin	produced fluid	81.25	0.75	219	2519374	67.7	FALSE	FALSE	TRUE	FALSE	FALSE	d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Rhodospirillales;f__Rhodospirillaceae;g__Alpha-05;s__
SCH-1_PF_day156_bin.19	Sichuan Basin	produced fluid	85.17	0	127	1878184	34.3	FALSE	FALSE	FALSE	FALSE	FALSE	d__Bacteria;p__Bacillota_A;c__Thermoanaerobacteria;o__Thermoanaerobacterales;f__Thermoanaerobacteraceae;g__Thermoanaerobacter;s__Thermoanaerobacter pseudethanolicus
SCH-1_PF_day156_bin.23	Sichuan Basin	produced fluid	89.87	1.31	203	2300579	40.8	FALSE	TRUE	FALSE	FALSE	FALSE	d__Archaea;p__Halobacteriota;c__Methanosarcinia;o__Methanosarcinales;f__Methanosarcinaceae;g__Methanolobus;s__Methanolobus vulcani
SCH-1_PF_day156_bin.28	Sichuan Basin	produced fluid	82.42	0.12	142	2974866	55.9	FALSE	FALSE	TRUE	FALSE	FALSE	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Pseudomonadales;f__Nitrincolaceae;g__Marinobacterium;s__Marinobacterium georgiense
SCH-1_PF_day156_bin.3	Sichuan Basin	produced fluid	67.62	0	71	967597	49.7	FALSE	TRUE	TRUE	FALSE	FALSE	d__Archaea;p__Methanobacteriota;c__Methanobacteria;o__Methanobacteriales;f__Methanothermobacteraceae;g__Methanothermobacter;s__Methanothermobacter thermautotrophicus
SCH-1_PF_day80_bin.14	Sichuan Basin	produced fluid	53.53	0	89	857706	51.8	FALSE	FALSE	FALSE	FALSE	FALSE	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Dysgonomonadaceae;g__Proteiniphilum;s__Proteiniphilum sp011620695
SCH-1_PF_day80_bin.15	Sichuan Basin	produced fluid	63.12	0.33	138	1642395	57.2	FALSE	FALSE	FALSE	FALSE	FALSE	d__Bacteria;p__Bacillota_B;c__TC1;o__TC1;f__UBA5767;g__;s__
SCH-1_PF_day80_bin.17	Sichuan Basin	produced fluid	64	7.21	373	3254538	45.5	FALSE	FALSE	FALSE	FALSE	FALSE	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Peptostreptococcales;f__Anaerovoracaceae;g__MT110;s__
SCH-1_PF_day80_bin.21	Sichuan Basin	produced fluid	93.75	1.67	23	2061643	67.8	FALSE	FALSE	FALSE	FALSE	FALSE	d__Bacteria;p__Actinomycetota;c__Coriobacteriia;o__OPB41;f__UBA2279;g__;s__
SCH-1_PF_day80_bin.24	Sichuan Basin	produced fluid	59.48	0	141	1607967	41.5	FALSE	FALSE	FALSE	FALSE	FALSE	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Dysgonomonadaceae;g__Seramator;s__
SCH-1_PF_day80_bin.28	Sichuan Basin	produced fluid	50.5	1.01	113	965045	51.4	FALSE	FALSE	FALSE	FALSE	FALSE	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Oscillospirales;f__Oscillospiraceae;g__;s__
SCH-1_PF_day80_bin.33	Sichuan Basin	produced fluid	68.12	0.67	38	1630008	50	FALSE	FALSE	FALSE	FALSE	FALSE	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Oscillospirales;f__Oscillospiraceae;g__Evtepia;s__
SCH-1_PF_day80_bin.38	Sichuan Basin	produced fluid	95.45	3.5	199	3567939	54.8	FALSE	FALSE	TRUE	FALSE	FALSE	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Christensenellales;f__SZUA-584;g__JAEWCC01;s__
SCH-1_PF_day80_bin.39	Sichuan Basin	produced fluid	89.68	1.29	134	2650358	57.4	FALSE	FALSE	FALSE	FALSE	FALSE	d__Bacteria;p__Desulfobacterota_F;c__Desulfuromonadia;o__Desulfuromonadales;f__Geoalkalibacteraceae;g__Geoalkalibacter_A;s__
UTC-1_IN_FF1_bin.23	Appalachian Basin	input	94.87	2.85	167	3108126	67.1	FALSE	FALSE	FALSE	FALSE	FALSE	d__Bacteria;p__Cyanobacteriota;c__Sericytochromatia;o__S15B-MN24;f__UBA4093;g__;s__
UTC-1_IN_FF1_bin.28	Appalachian Basin	input	84.42	1.7	229	2670438	70.7	FALSE	FALSE	FALSE	FALSE	FALSE	d__Bacteria;p__Planctomycetota;c__Phycisphaerae;o__Phycisphaerales;f__SM1A02;g__QWPT01;s__
UTC-1_IN_FF1_bin.33	Appalachian Basin	input	58.89	0.36	125	1427407	58.8	FALSE	FALSE	TRUE	FALSE	FALSE	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Steroidobacterales;f__Steroidobacteraceae;g__UBA964;s__
UTC-1_IN_FF1_bin.37	Appalachian Basin	input	95.06	0.11	99	2471424	49.9	FALSE	FALSE	TRUE	FALSE	FALSE	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Burkholderiales;f__Aquaspirillaceae;g__Aquaspirillum;s__
UTC-1_IN_FF1_bin.38	Appalachian Basin	input	81.66	2.15	214	2996421	63	FALSE	FALSE	FALSE	FALSE	FALSE	d__Bacteria;p__Planctomycetota;c__UBA1135;o__UBA1135;f__GCA-002686595;g__SXXH01;s__
UTC-1_IN_FF1_bin.40	Appalachian Basin	input	94.87	0.85	158	3162367	56	FALSE	FALSE	FALSE	FALSE	FALSE	d__Bacteria;p__Cyanobacteriota;c__Sericytochromatia;o__;f__;g__;s__
UTC-1_IN_FF1_bin.43	Appalachian Basin	input	63.63	0.21	174	1882231	61.8	FALSE	FALSE	TRUE	FALSE	FALSE	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Burkholderiales;f__Rhodocyclaceae;g__;s__
UTC-1_IN_FF1_bin.44	Appalachian Basin	input	52.59	0	82	828547	48.2	FALSE	FALSE	TRUE	FALSE	FALSE	d__Bacteria;p__Actinomycetota;c__Actinomycetia;o__Nanopelagicales;f__UBA5976;g__UBA5976;s__
UTC-1_IN_FF1_bin.49	Appalachian Basin	input	72.07	0.86	144	1706795	38.4	FALSE	FALSE	FALSE	FALSE	FALSE	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Chitinophagales;f__Chitinophagaceae;g__Sediminibacterium;s__
UTC-1_IN_FF2_bin.10	Appalachian Basin	input	86.39	7.97	210	2532524	67.5	FALSE	FALSE	FALSE	FALSE	FALSE	d__Bacteria;p__Cyanobacteriota;c__Cyanobacteriia;o__PCC-6307;f__Cyanobiaceae;g__NIES-981;s__NIES-981 sp945901765
UTC-1_IN_FF2_bin.24	Appalachian Basin	input	93.29	0	53	1896928	59	FALSE	FALSE	TRUE	FALSE	FALSE	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Burkholderiales;f__Burkholderiaceae_A;g__UBA2463;s__UBA2463 sp945877235
UTC-1_IN_HT_bin.13	Appalachian Basin	input	53.02	1.72	61	713010	48.6	FALSE	FALSE	FALSE	FALSE	FALSE	d__Bacteria;p__Actinomycetota;c__Actinomycetia;o__Nanopelagicales;f__Nanopelagicaceae;g__Planktophila;s__
UTC-1_IN_HT_bin.15	Appalachian Basin	input	66.84	1.23	147	1669836	38.3	FALSE	FALSE	FALSE	FALSE	FALSE	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Chitinophagales;f__Chitinophagaceae;g__SXYR01;s__
UTC-1_IN_HT_bin.16	Appalachian Basin	input	65.86	0	97	1190064	53	FALSE	FALSE	FALSE	FALSE	FALSE	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__UBA7662;f__UBA7662;g__SYHX01;s__
UTC-1_IN_HT_bin.22	Appalachian Basin	input	65.67	0	158	2218250	44.9	FALSE	FALSE	FALSE	FALSE	FALSE	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Cytophagales;f__Cyclobacteriaceae;g__Algoriphagus;s__
UTC-1_IN_HT_bin.23	Appalachian Basin	input	84.47	0.15	79	1621030	35.2	FALSE	FALSE	FALSE	FALSE	FALSE	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Chitinophagales;f__Chitinophagaceae;g__Sediminibacterium;s__
UTC-1_IN_HT_bin.24	Appalachian Basin	input	77.91	0.25	131	2154605	41.8	FALSE	FALSE	FALSE	FALSE	FALSE	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Chitinophagales;f__Chitinophagaceae;g__SXYR01;s__
UTC-1_IN_HT_bin.26	Appalachian Basin	input	95.11	1.09	107	2718549	67.9	FALSE	FALSE	FALSE	FALSE	FALSE	d__Bacteria;p__Cyanobacteriota;c__Cyanobacteriia;o__PCC-6307;f__Cyanobiaceae;g__NIES-981;s__
UTC-1_IN_HT_bin.29	Appalachian Basin	input	71.65	0.08	82	1025289	59.1	FALSE	FALSE	TRUE	FALSE	FALSE	d__Bacteria;p__Actinomycetota;c__Actinomycetia;o__Actinomycetales;f__Microbacteriaceae;g__Pontimonas;s__Pontimonas sp000754445
UTC-1_IN_HT_bin.30	Appalachian Basin	input	91.48	0.76	118	2441129	67.8	FALSE	FALSE	TRUE	FALSE	FALSE	d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Caulobacterales;f__Caulobacteraceae;g__Phenylobacterium;s__
UTC-1_IN_HT_bin.31	Appalachian Basin	input	83.06	0	105	1485548	57.8	FALSE	FALSE	FALSE	FALSE	FALSE	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales;f__Schleiferiaceae;g__TMED14;s__
UTC-1_IN_HT_bin.33	Appalachian Basin	input	57.35	1.2	145	1395110	68.5	FALSE	FALSE	FALSE	FALSE	FALSE	d__Bacteria;p__Planctomycetota;c__Phycisphaerae;o__Phycisphaerales;f__SM1A02;g__SYIB01;s__
UTC-1_IN_HT_bin.36	Appalachian Basin	input	92.12	0	123	2330426	48.5	FALSE	FALSE	FALSE	FALSE	FALSE	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__CAIKAF01;f__CAIKAF01;g__CAIKAF01;s__CAIKAF01 sp903837495
UTC-1_IN_HT_bin.37	Appalachian Basin	input	56.03	3.45	133	1153991	47.6	FALSE	FALSE	TRUE	FALSE	FALSE	d__Bacteria;p__Actinomycetota;c__Actinomycetia;o__Nanopelagicales;f__Nanopelagicaceae;g__Planktophila;s__
UTC-1_IN_HT_bin.44	Appalachian Basin	input	54.08	0	66	1075171	51.5	FALSE	FALSE	FALSE	FALSE	FALSE	d__Bacteria;p__Actinomycetota;c__Acidimicrobiia;o__Acidimicrobiales;f__Ilumatobacteraceae;g__UBA3006;s__
UTC-1_IN_HT_bin.47	Appalachian Basin	input	82.77	0	29	821775	37.4	FALSE	FALSE	FALSE	FALSE	FALSE	d__Bacteria;p__Bacillota;c__Bacilli;o__RFN20;f__CAG-826;g__UBA970;s__
UTC-1_IN_HT_bin.5	Appalachian Basin	input	51.11	1.77	192	2234901	35.9	FALSE	FALSE	FALSE	FALSE	FALSE	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Chitinophagales;f__Saprospiraceae;g__BJGN01;s__
UTC-1_IN_HT_bin.53	Appalachian Basin	input	54.07	0	71	838234	45.9	FALSE	FALSE	TRUE	FALSE	FALSE	d__Bacteria;p__Actinomycetota;c__Actinomycetia;o__Actinomycetales;f__Microbacteriaceae;g__Rhodoluna;s__
UTC-1_IN_HT_bin.54	Appalachian Basin	input	66.39	0	139	1877071	39.1	FALSE	FALSE	FALSE	FALSE	FALSE	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__NS11-12g;f__UBA955;g__VMCP01;s__
UTC-1_IN_HT_bin.55	Appalachian Basin	input	81.88	5.06	61	833332	40.1	FALSE	FALSE	FALSE	FALSE	FALSE	d__Bacteria;p__Bacillota;c__Bacilli;o__RFN20;f__CAG-826;g__UBA970;s__
UTC-1_IN_SW_bin.16	Appalachian Basin	input	85.6	0.51	79	1468792	54.1	FALSE	FALSE	TRUE	FALSE	FALSE	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Burkholderiales;f__Burkholderiaceae_A;g__UBA954;s__UBA954 sp002293155
UTC-1_PF_day92_bin.1	Appalachian Basin	produced fluid	96.43	0	69	1632933	46.4	FALSE	FALSE	FALSE	FALSE	FALSE	d__Bacteria;p__Thermotogota;c__Thermotogae;o__Thermotogales;f__Thermotogaceae;g__Thermotoga;s__Thermotoga petrophila
UTC-2_IN_RPW_bin.25	Appalachian Basin	input	94.62	0.34	181	3421989	40.5	FALSE	FALSE	TRUE	FALSE	FALSE	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Enterobacterales_A;f__Alteromonadaceae;g__Pseudoalteromonas;s__Pseudoalteromonas tetraodonis
UTC-2_IN_RPW_bin.4	Appalachian Basin	input	51.72	0	195	1662063	64.4	FALSE	FALSE	TRUE	FALSE	FALSE	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Pseudomonadales;f__Halomonadaceae;g__Halomonas;s__Halomonas ventosae_C
UTC-2_IN_SW_bin.21	Appalachian Basin	input	84.98	5	119	2586559	33	FALSE	FALSE	TRUE	FALSE	FALSE	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales;f__Weeksellaceae;g__Cloacibacterium;s__Cloacibacterium normanense
